datetime,Latitude,Longitude,Depth,Magnitude
2011-07-09 13:54:24,-29.39,-177.12,19.0,5.9
2011-07-09 15:02:27,-29.337,-177.051,14.0,6.0
2011-07-09 19:35:19,-29.436,-177.007,15.2,6.0
2011-07-10 00:57:11,38.034,143.264,23.0,7.0
2011-07-10 18:47:16,-15.418,-176.083,10.0,5.7
2011-07-11 07:15:44,-29.487,-176.579,11.0,5.9
2011-07-11 08:53:58,-4.061,121.694,35.0,5.5
2011-07-11 10:48:33,-22.68,-174.746,21.1,5.6
2011-07-11 15:51:24,-49.928,-114.076,10.0,5.7
2011-07-11 20:47:04,9.509,122.175,19.0,6.4
2011-07-12 20:11:01,10.648,-85.2,10.0,5.5
2011-07-12 21:06:14,-6.055,130.492,131.4,5.6
2011-07-14 08:52:32,-38.237,-93.772,10.0,5.5
2011-07-15 12:01:12,36.128,139.85,88.7,5.5
2011-07-15 13:26:03,-60.762,-23.523,10.0,6.1
2011-07-16 00:26:13,-33.819,-71.832,20.0,6.0
2011-07-16 07:03:33,-22.434,-174.999,6.0,5.8
2011-07-16 17:06:39,-7.089,127.585,249.0,5.9
2011-07-16 18:09:41,-18.867,169.364,246.4,5.6
2011-07-16 19:59:13,54.787,-161.29,36.0,6.1
2011-07-18 18:15:25,52.801,152.944,494.0,5.5
2011-07-18 22:38:39,51.28,178.944,19.0,5.8
2011-07-19 07:15:56,-23.72,179.03,566.2,5.5
2011-07-19 19:35:43,40.081,71.41,20.0,6.1
2011-07-20 22:04:59,-10.34,162.01,21.0,6.0
2011-07-21 23:01:43,-62.496,164.452,10.0,6.0
2011-07-22 06:56:41,-20.325,-178.595,612.1,5.9
2011-07-23 02:56:51,-29.335,-69.705,103.4,5.5
2011-07-23 04:34:24,38.898,141.815,41.0,6.3
2011-07-23 06:28:35,54.695,-161.148,22.8,5.7
2011-07-23 16:34:42,13.107,145.253,14.0,5.5
2011-07-24 18:51:25,37.73,141.39,40.0,6.3
2011-07-25 00:50:48,-3.182,150.611,10.0,6.3
2011-07-25 11:54:54,35.273,140.933,46.0,5.6
2011-07-25 17:15:41,14.947,120.043,35.0,5.9
2011-07-26 06:17:37,52.99,159.794,33.0,5.6
2011-07-26 14:26:23,-9.23,67.113,10.0,5.8
2011-07-26 17:44:20,25.101,-109.525,12.0,6.0
2011-07-27 23:00:30,10.799,-43.391,6.0,5.9
2011-07-28 09:01:39,40.344,143.236,30.9,5.6
2011-07-28 19:50:20,-35.77,-73.116,35.0,5.7
2011-07-29 07:42:23,-23.801,179.751,532.0,6.7
2011-07-30 17:48:52,12.899,143.234,122.4,5.5
2011-07-30 18:53:51,36.942,140.955,38.0,6.3
2011-07-31 14:34:47,-17.016,171.579,10.0,6.1
2011-07-31 17:35:58,41.795,142.826,32.4,5.5
2011-07-31 23:38:57,-3.518,144.828,10.0,6.6
2011-08-01 13:44:47,39.837,142.083,40.0,5.7
2011-08-01 14:58:09,34.631,138.433,13.0,5.9
2011-08-01 18:20:05,51.792,-171.267,41.2,5.6
2011-08-02 19:18:47,-23.983,179.007,528.9,5.7
2011-08-03 22:39:23,-5.045,148.161,10.0,5.7
2011-08-04 00:16:07,-2.837,101.09,35.0,5.8
2011-08-04 13:51:35,48.833,154.769,36.0,6.1
2011-08-05 16:08:46,-29.989,-176.728,10.0,5.7
2011-08-06 13:22:34,-35.884,-73.334,31.9,5.5
2011-08-07 06:22:34,-11.791,168.308,403.4,5.6
2011-08-08 23:53:23,-11.11,162.339,23.2,5.6
2011-08-10 00:53:25,27.723,65.082,37.0,5.7
2011-08-10 23:45:43,-7.04,-12.618,10.0,6.0
2011-08-11 01:13:41,-24.799,179.919,496.8,5.7
2011-08-11 10:06:29,39.955,77.028,10.0,5.6
2011-08-11 18:22:05,37.034,140.893,44.0,5.8
2011-08-12 03:15:09,-21.805,-177.021,218.8,5.5
2011-08-13 07:14:48,-30.551,-177.932,10.0,5.5
2011-08-13 07:33:06,14.394,-94.674,6.0,5.8
2011-08-14 01:29:39,-1.337,-14.653,10.0,5.6
2011-08-15 02:53:19,-1.814,-76.908,177.2,5.7
2011-08-16 11:03:56,-2.323,128.011,26.0,6.1
2011-08-16 17:33:08,-5.557,147.144,186.4,5.6
2011-08-16 20:24:04,-57.229,-25.452,44.3,5.7
2011-08-17 11:44:08,36.765,143.77,9.0,6.1
2011-08-19 03:54:27,-16.522,-177.004,407.9,6.2
2011-08-19 05:36:33,37.671,141.652,47.0,6.2
2011-08-20 01:25:00,-22.504,-174.944,10.0,5.6
2011-08-20 10:27:17,-15.878,-179.451,10.0,5.5
2011-08-20 16:55:03,-18.365,168.143,32.0,7.2
2011-08-20 17:13:06,-18.308,168.156,35.0,6.5
2011-08-20 18:19:24,-18.311,168.218,28.0,7.1
2011-08-21 00:23:40,-18.24,167.867,35.0,5.6
2011-08-21 02:09:16,-18.6,168.165,35.2,5.5
2011-08-21 12:38:54,-56.428,-27.494,130.4,5.6
2011-08-21 13:04:08,-5.57,151.024,40.0,5.8
2011-08-22 06:04:54,-17.428,167.268,10.0,5.7
2011-08-22 09:38:37,-29.026,-176.676,10.0,5.7
2011-08-22 11:23:35,36.083,141.688,12.0,5.9
2011-08-22 20:12:21,-6.282,104.054,29.0,6.1
2011-08-23 17:51:04,37.9096667,-77.9363333,0.02,5.8
2011-08-24 17:46:12,-7.641,-74.525,147.0,7.0
2011-08-24 23:06:17,-18.155,167.727,13.0,6.2
2011-08-25 10:39:58,-13.598,166.996,158.6,5.9
2011-08-25 14:23:45,-18.275,167.615,35.0,5.5
2011-08-27 20:31:53,-24.593,179.924,508.7,5.7
2011-08-28 10:10:19,-24.535,-115.945,10.0,5.6
2011-08-29 18:57:39,-16.35,167.941,202.3,5.6
2011-08-30 06:57:42,-6.362,126.752,469.8,6.9
2011-08-31 10:46:49,-5.907,153.278,35.9,5.6
2011-08-31 12:17:27,43.589,-28.902,10.0,5.5
2011-09-01 06:14:39,-12.36,166.656,41.0,6.0
2011-09-02 10:55:54,52.171,-171.708,32.0,6.9
2011-09-02 13:47:10,-28.398,-63.029,578.9,6.7
2011-09-03 01:06:54,-12.781,166.79,85.0,5.8
2011-09-03 04:48:57,-56.451,-26.847,84.0,6.4
2011-09-03 16:20:41,-38.435,-74.907,12.0,5.8
2011-09-03 22:55:41,-20.671,169.716,185.1,7.0
2011-09-04 21:44:18,-19.18,168.705,37.0,5.8
2011-09-05 09:52:01,-15.295,-173.621,37.0,6.2
2011-09-05 11:21:37,6.564,-82.358,24.7,5.8
2011-09-05 17:55:11,2.965,97.893,91.0,6.7
2011-09-07 07:55:33,-27.771,-178.461,252.1,5.5
2011-09-09 19:26:01,-49.586,164.007,10.0,5.9
2011-09-09 19:41:34,49.535,-126.893,22.0,6.4
2011-09-11 23:37:35,-18.188,167.734,29.0,5.8
2011-09-12 22:44:28,-3.626,144.178,14.0,5.9
2011-09-13 04:49:35,5.617,-77.471,10.0,5.7
2011-09-14 07:03:51,-32.696,-71.797,37.0,5.8
2011-09-14 13:36:34,-35.111,-178.991,13.0,5.7
2011-09-14 18:10:09,53.107,172.984,15.0,6.0
2011-09-15 07:53:19,-35.366,-179.039,10.0,6.1
2011-09-15 08:00:10,36.256,141.338,28.0,6.1
2011-09-15 11:59:53,-14.956,-177.957,378.4,5.5
2011-09-15 19:31:04,-21.611,-179.528,644.6,7.3
2011-09-16 18:23:25,-20.679,169.79,106.4,5.5
2011-09-16 19:26:40,40.273,142.779,30.0,6.7
2011-09-16 20:11:16,40.235,143.24,35.0,5.7
2011-09-16 21:08:05,40.239,143.008,18.0,5.9
2011-09-16 21:36:39,40.077,143.15,40.7,5.8
2011-09-16 22:40:47,40.242,143.145,37.7,5.7
2011-09-17 07:34:28,40.265,142.657,30.0,5.7
2011-09-18 07:04:18,39.845,143.052,10.0,5.6
2011-09-18 12:40:52,27.73,88.155,50.0,6.9
2011-09-19 08:14:15,52.037,-171.982,31.0,5.6
2011-09-19 18:33:56,14.186,-90.238,9.0,5.6
2011-09-20 02:40:23,-4.532,-105.207,10.0,5.7
2011-09-22 03:22:36,39.785,38.842,5.0,5.5
2011-09-22 23:07:04,-15.437,-175.311,10.0,6.4
2011-09-23 19:02:48,-9.051,-109.44,10.0,5.9
2011-09-28 22:40:13,-37.952,-73.853,10.0,5.6
2011-10-01 10:54:30,-48.978,164.542,10.0,5.6
2011-10-04 01:37:29,26.768,140.429,455.9,5.6
2011-10-06 00:39:33,57.89,-32.492,10.0,5.5
2011-10-06 07:37:01,9.7,138.245,20.0,5.8
2011-10-06 11:12:30,-24.178,-64.219,15.0,5.9
2011-10-07 06:30:20,-22.212,171.222,118.6,5.6
2011-10-07 08:58:29,-32.514,-179.038,36.0,6.1
2011-10-08 05:38:55,-4.694,134.137,10.1,5.7
2011-10-08 08:53:12,-20.602,-173.222,6.0,5.9
2011-10-09 18:01:48,-50.076,-115.958,10.0,5.5
2011-10-10 02:45:58,37.547,141.257,46.0,5.6
2011-10-10 05:18:11,-25.459,-116.219,10.0,5.5
2011-10-11 13:05:49,-2.247,138.838,27.2,5.7
2011-10-13 03:16:30,-9.35,114.587,39.0,6.1
2011-10-13 04:14:01,43.462,-127.135,20.6,5.6
2011-10-14 03:35:15,-6.57,147.881,37.0,6.5
2011-10-14 06:10:15,54.08,123.722,12.0,6.0
2011-10-15 22:24:49,-25.788,-177.455,147.7,5.5
2011-10-18 05:05:06,-5.785,151.037,26.0,6.1
2011-10-21 08:02:38,43.892,142.479,187.0,6.1
2011-10-21 17:57:16,-28.993,-176.238,33.0,7.4
2011-10-23 10:41:23,38.721,43.508,18.0,7.1
2011-10-23 10:48:17,38.751,43.595,9.0,5.6
2011-10-23 10:56:49,38.814,43.446,5.0,5.6
2011-10-23 11:32:41,38.809,43.3,5.0,5.7
2011-10-23 20:45:35,38.634,43.077,5.0,5.9
2011-10-25 03:24:50,52.159,-171.826,38.0,5.7
2011-10-25 14:55:08,38.811,43.623,14.0,5.6
2011-10-27 00:15:25,-17.941,-179.531,602.9,6.0
2011-10-28 18:54:34,-14.438,-75.966,24.0,6.9
2011-10-28 19:01:02,-14.379,-75.998,22.3,5.6
2011-10-28 23:46:02,-14.512,-75.844,10.0,5.6
2011-10-30 03:23:46,25.372,122.866,224.2,5.7
2011-10-30 11:52:27,-3.249,101.345,36.0,5.6
2011-10-30 18:53:43,-25.741,-70.959,47.1,5.7
2011-10-31 04:45:44,-23.346,-114.963,10.0,5.5
2011-10-31 07:16:22,52.366,177.932,159.0,5.8
2011-11-01 00:21:28,43.648,82.437,28.0,5.6
2011-11-01 12:32:00,19.831,-109.205,10.0,6.3
2011-11-02 14:59:28,-55.294,-128.843,10.0,6.1
2011-11-04 15:43:43,-15.094,167.384,134.1,5.8
2011-11-05 01:49:19,-18.241,168.304,34.0,5.9
2011-11-05 07:13:58,-23.468,-70.199,33.0,5.7
2011-11-06 03:53:10,35.532,-96.765,5.2,5.7
2011-11-06 08:08:13,54.12,-162.549,23.2,5.7
2011-11-07 11:59:31,36.502,71.102,212.1,5.6
2011-11-07 16:51:25,-63.245,170.735,5.5,5.8
2011-11-07 22:35:26,11.56,-85.861,177.0,6.0
2011-11-08 02:59:09,27.324,125.621,224.9,6.9
2011-11-09 19:23:33,38.429,43.229,5.0,5.6
2011-11-09 21:52:20,10.542,146.095,10.5,5.7
2011-11-11 10:41:37,-55.981,-124.439,10.0,6.0
2011-11-11 15:02:20,-17.708,-173.095,10.0,5.6
2011-11-11 22:50:41,-55.707,-124.327,10.0,5.6
2011-11-14 04:05:11,-0.949,126.91,17.0,6.3
2011-11-15 07:56:02,-7.482,127.849,166.0,5.5
2011-11-15 10:43:52,-0.095,121.914,276.2,5.7
2011-11-15 23:42:29,-5.28,140.311,12.0,5.7
2011-11-17 01:57:06,-1.702,-81.546,26.6,6.0
2011-11-17 06:52:41,8.415,-103.158,10.0,5.6
2011-11-17 13:30:59,13.973,-91.718,34.0,5.8
2011-11-18 04:34:03,-37.423,179.989,33.0,5.6
2011-11-18 06:00:54,33.704,-38.495,10.0,5.7
2011-11-18 07:51:25,-37.806,179.418,12.0,5.8
2011-11-19 18:06:24,53.134,-174.135,214.9,5.5
2011-11-20 16:31:39,-2.952,142.138,10.0,5.7
2011-11-21 03:15:42,24.96,95.232,107.0,5.7
2011-11-22 18:48:16,-15.364,-65.09,549.9,6.6
2011-11-23 12:17:51,34.285,25.083,10.0,5.5
2011-11-23 19:24:31,37.365,141.368,34.0,6.1
2011-11-24 10:25:34,41.898,142.639,38.0,6.2
2011-11-28 09:13:11,-7.019,116.983,616.5,5.8
2011-11-28 12:26:45,-5.48,153.733,25.0,6.1
2011-11-29 00:30:29,-1.602,-15.45,10.0,5.9
2011-11-30 00:27:07,15.455,118.999,9.0,6.0
2011-11-30 14:57:45,-22.17,-176.73,171.8,5.6
2011-11-30 19:42:33,7.805,93.843,6.0,5.6
2011-12-01 22:53:37,-0.626,121.974,10.0,5.5
2011-12-02 00:22:53,-34.002,58.078,15.0,5.6
2011-12-02 05:19:27,0.121,120.499,75.0,5.5
2011-12-03 09:27:11,17.95,-59.8,10.0,5.6
2011-12-05 19:28:37,-4.759,133.637,19.2,5.7
2011-12-07 13:38:28,-1.439,126.514,28.5,5.8
2011-12-07 22:23:10,-27.899,-70.918,20.0,6.1
2011-12-09 19:42:57,47.009,144.551,392.2,5.7
2011-12-11 01:47:26,17.986,-99.789,59.0,6.5
2011-12-11 05:30:58,-24.083,178.554,555.5,5.7
2011-12-11 09:54:55,-56.009,-28.184,116.0,6.2
2011-12-13 07:52:12,0.041,123.03,161.0,6.0
2011-12-14 00:48:10,-15.382,-174.826,10.0,5.8
2011-12-14 05:04:59,-7.551,146.809,135.0,7.1
2011-12-14 11:07:01,-56.533,-143.727,10.0,5.5
2011-12-15 10:10:07,-32.718,-179.099,32.0,6.0
2011-12-15 15:12:48,31.717,141.631,34.8,5.6
2011-12-16 12:54:25,-45.766,-76.056,10.0,5.8
2011-12-19 01:23:24,-1.265,119.638,10.0,5.7
2011-12-19 05:32:16,-29.074,-176.863,10.0,5.7
2011-12-21 13:37:15,-33.17,-179.017,10.0,5.5
2011-12-23 00:58:38,-43.49,172.8,9.7,5.8
2011-12-23 02:18:04,-43.53,172.743,6.9,5.9
2011-12-23 19:12:34,-52.12,27.958,10.0,5.9
2011-12-26 04:48:09,-16.198,-173.862,90.0,6.0
2011-12-26 16:12:33,-19.168,168.704,44.6,5.5
2011-12-27 15:21:57,51.842,95.911,15.0,6.6
2011-12-31 00:19:18,-56.958,-142.457,10.0,5.7
2012-01-01 05:27:56,31.456,138.072,365.3,6.8
2012-01-05 01:13:40,-17.691,-173.543,35.0,5.6
2012-01-05 09:35:32,18.325,-70.361,39.8,5.5
2012-01-06 18:54:39,-6.341,-107.312,10.0,5.5
2012-01-07 18:38:08,-28.613,-176.935,10.0,5.7
2012-01-09 04:07:15,-10.617,165.16,28.0,6.4
2012-01-10 18:36:59,2.433,93.21,19.0,7.2
2012-01-12 03:20:50,36.994,141.071,16.0,5.5
2012-01-12 14:11:08,-52.113,28.152,10.0,5.5
2012-01-13 16:02:23,-60.548,-27.073,10.0,5.6
2012-01-14 16:36:21,19.202,121.156,17.0,5.8
2012-01-15 13:40:16,-60.975,-56.072,10.0,5.9
2012-01-15 13:40:20,-60.948,-56.113,8.0,6.6
2012-01-15 14:21:31,-60.882,-55.965,10.0,6.0
2012-01-16 03:59:45,-60.752,-56.095,10.0,5.6
2012-01-17 12:55:35,11.177,125.837,20.0,5.7
2012-01-17 23:21:35,-31.655,-71.499,32.9,5.6
2012-01-18 12:50:21,-0.877,126.829,19.1,5.8
2012-01-19 05:58:39,-10.966,165.57,12.0,5.7
2012-01-19 06:48:49,-46.686,165.778,20.0,5.9
2012-01-20 20:32:53,-8.406,119.701,126.3,5.7
2012-01-21 18:47:12,14.873,-93.005,45.0,6.2
2012-01-22 05:53:42,-56.759,-25.147,13.0,6.0
2012-01-22 06:00:05,-56.655,-24.899,10.0,5.5
2012-01-23 16:04:53,-36.409,-73.03,20.0,6.1
2012-01-24 00:52:05,-24.977,178.52,580.3,6.3
2012-01-24 16:31:08,-56.336,-27.723,7.6,5.5
2012-01-28 00:22:19,40.177,142.211,55.3,5.6
2012-01-28 04:43:41,-36.793,-110.517,10.0,5.6
2012-01-28 17:42:52,-29.43,-177.386,21.0,5.9
2012-01-30 05:11:01,-14.168,-75.635,43.0,6.4
2012-02-02 06:46:30,-6.563,149.774,51.3,5.6
2012-02-02 09:32:17,-6.586,149.718,38.6,5.6
2012-02-02 13:34:41,-17.827,167.133,23.0,7.1
2012-02-02 17:27:07,-17.954,167.179,20.6,5.5
2012-02-03 03:46:21,-17.378,167.277,8.0,6.1
2012-02-03 04:33:09,-17.463,167.187,25.2,5.7
2012-02-04 07:40:13,-20.536,-174.035,8.0,5.8
2012-02-04 13:09:23,11.872,125.754,12.0,5.6
2012-02-04 20:05:32,48.887,-127.906,14.6,5.6
2012-02-04 21:50:51,13.046,57.561,10.0,5.5
2012-02-05 00:15:39,-18.894,168.917,145.0,6.1
2012-02-05 16:40:39,-17.948,167.226,8.0,6.1
2012-02-06 03:49:13,9.999,123.206,11.0,6.7
2012-02-06 04:20:00,10.092,123.227,10.0,5.6
2012-02-06 10:10:20,9.885,123.095,9.0,6.0
2012-02-06 11:33:37,9.821,123.08,15.0,5.8
2012-02-09 08:49:25,-56.383,-25.816,10.0,5.5
2012-02-09 18:52:48,-58.312,157.837,10.0,5.9
2012-02-10 01:47:34,-17.968,-178.549,582.3,5.9
2012-02-10 05:34:05,-0.324,132.691,15.0,5.7
2012-02-11 02:58:17,-37.456,-73.884,20.2,5.6
2012-02-11 07:06:48,-0.978,126.853,19.0,5.5
2012-02-13 10:55:09,9.183,-84.121,16.0,5.9
2012-02-13 21:07:03,41.143,-123.79,28.2,5.6
2012-02-14 03:27:50,36.193,141.402,30.2,5.5
2012-02-14 06:22:01,36.214,141.386,28.0,5.8
2012-02-14 08:19:55,-10.39,161.102,51.0,6.4
2012-02-15 03:31:21,43.625,-127.518,11.0,5.8
2012-02-16 02:20:29,-17.839,65.405,10.0,5.8
2012-02-20 19:09:36,14.276,-92.779,10.0,5.6
2012-02-23 05:08:13,-17.699,-13.193,10.0,5.5
2012-02-26 02:35:01,22.661,120.891,28.0,5.9
2012-02-26 02:46:21,-24.477,-177.5,10.0,5.5
2012-02-26 05:21:25,-24.495,-177.238,10.0,6.0
2012-02-26 05:24:59,-32.495,-177.73,39.0,5.6
2012-02-26 06:17:20,51.708,95.991,12.0,6.7
2012-02-28 15:07:35,28.2,139.391,504.2,5.6
2012-02-29 14:32:48,35.2,141.001,26.2,5.6
2012-03-03 12:19:55,-22.141,170.34,14.0,6.6
2012-03-04 09:44:15,2.687,-84.34,9.0,5.5
2012-03-04 12:49:02,-21.529,169.769,14.0,5.7
2012-03-05 07:46:10,-28.246,-63.294,553.9,6.1
2012-03-05 23:06:31,12.354,123.7,37.3,5.6
2012-03-07 12:00:46,-2.814,138.888,53.8,5.6
2012-03-08 22:50:08,39.383,81.307,38.0,5.9
2012-03-09 07:09:51,-19.125,169.613,16.0,6.7
2012-03-10 14:10:40,55.146,-157.567,10.0,5.5
2012-03-12 06:06:41,36.741,73.152,11.0,5.6
2012-03-12 12:32:46,45.239,147.609,110.4,5.5
2012-03-13 23:06:44,14.959,-93.026,49.0,5.5
2012-03-14 09:08:35,40.887,144.944,12.0,6.9
2012-03-14 10:49:25,40.781,144.761,10.0,6.1
2012-03-14 10:57:40,40.755,144.806,12.0,5.6
2012-03-14 12:05:05,35.687,140.695,10.0,6.0
2012-03-14 21:13:08,-5.595,151.042,28.0,6.2
2012-03-15 19:20:18,35.802,139.279,103.8,5.5
2012-03-16 07:58:03,10.037,125.633,18.0,5.8
2012-03-17 17:00:57,3.823,63.404,10.0,5.5
2012-03-17 19:50:21,-34.905,-107.644,11.8,5.8
2012-03-19 23:46:35,-14.621,-175.702,27.9,5.9
2012-03-20 17:56:19,-3.812,140.266,66.0,6.1
2012-03-20 18:02:47,16.493,-98.231,20.0,7.4
2012-03-21 22:15:06,-6.242,145.955,118.0,6.6
2012-03-24 22:18:38,-54.367,-136.157,10.0,5.5
2012-03-25 01:05:35,-54.576,-135.923,10.0,5.7
2012-03-25 22:37:06,-35.2,-72.217,40.7,7.1
2012-03-26 16:58:11,-30.04,60.653,10.0,5.6
2012-03-26 17:48:42,9.995,-104.228,10.0,5.5
2012-03-26 18:12:53,10.071,-104.16,10.0,6.0
2012-03-27 11:00:44,39.859,142.017,15.0,6.1
2012-03-28 08:25:51,-57.331,-140.014,10.0,5.5
2012-04-01 14:04:25,37.116,140.957,48.0,5.7
2012-04-01 21:44:04,-4.516,153.427,117.9,5.7
2012-04-02 17:36:42,16.395,-98.316,9.0,6.0
2012-04-06 16:15:58,-4.551,153.457,108.5,6.1
2012-04-06 19:24:14,-3.345,100.426,13.6,5.5
2012-04-10 05:09:08,-1.261,-13.972,10.0,5.8
2012-04-11 08:38:37,2.327,93.063,20.0,8.6
2012-04-11 08:55:47,1.271,91.748,10.0,5.8
2012-04-11 09:00:10,51.364,-176.097,20.8,5.5
2012-04-11 09:01:07,2.199,89.441,10.0,5.9
2012-04-11 09:27:57,1.254,91.735,10.0,6.0
2012-04-11 10:43:11,0.802,92.463,25.1,8.2
2012-04-11 11:53:36,2.913,89.544,10.0,5.7
2012-04-11 13:58:05,1.495,90.854,5.0,5.5
2012-04-11 19:04:20,1.19,92.092,14.5,5.5
2012-04-11 22:41:46,43.584,-127.638,8.0,6.0
2012-04-11 22:55:10,18.229,-102.689,20.0,6.5
2012-04-11 23:56:33,1.841,89.685,10.0,5.8
2012-04-12 07:06:01,28.837,-113.027,9.0,6.0
2012-04-12 07:15:48,28.696,-113.104,13.0,7.0
2012-04-12 14:50:53,37.513,141.468,25.1,5.5
2012-04-13 10:10:01,36.988,141.152,11.0,5.7
2012-04-14 10:56:19,-57.679,-65.308,15.0,6.2
2012-04-14 15:13:14,49.38,155.651,90.3,5.6
2012-04-14 19:26:43,-6.81,105.457,62.7,5.8
2012-04-14 22:05:26,-18.972,168.741,11.0,6.2
2012-04-15 05:57:40,2.581,90.269,25.0,6.2
2012-04-16 02:17:50,-2.64,121.855,13.0,5.8
2012-04-16 11:23:43,36.632,21.475,29.0,5.8
2012-04-17 03:50:16,-32.625,-71.365,29.0,6.7
2012-04-17 07:13:49,-5.462,147.117,198.0,6.8
2012-04-17 08:51:25,-31.894,-177.236,10.0,5.6
2012-04-17 19:03:56,-59.016,-16.612,12.0,6.2
2012-04-18 05:37:56,28.689,138.772,493.8,5.5
2012-04-20 22:19:47,3.256,93.853,24.6,5.7
2012-04-20 22:28:59,3.269,93.821,21.9,5.9
2012-04-20 23:14:31,2.158,93.36,28.0,5.8
2012-04-21 01:16:53,-1.617,134.276,16.0,6.7
2012-04-21 01:19:28,-35.229,-16.181,10.0,5.7
2012-04-21 01:25:13,-1.635,134.197,17.4,6.0
2012-04-22 13:11:20,-52.867,140.29,12.2,5.6
2012-04-23 17:36:21,-28.556,-177.412,114.0,6.0
2012-04-23 21:21:45,0.374,125.293,48.0,5.7
2012-04-23 22:40:22,48.397,154.739,31.0,5.6
2012-04-24 09:50:58,5.649,61.511,10.0,5.6
2012-04-24 14:57:10,8.868,93.949,14.1,5.5
2012-04-24 15:15:38,-24.228,-175.95,10.0,5.6
2012-04-24 20:22:10,35.622,140.472,54.3,5.5
2012-04-25 07:42:23,9.011,93.945,9.0,5.7
2012-04-26 19:21:43,2.696,94.459,7.9,5.6
2012-04-28 10:08:08,-18.685,-174.705,134.7,6.6
2012-04-28 19:21:03,-5.328,152.11,35.0,5.6
2012-04-29 08:09:04,2.704,94.509,14.1,5.7
2012-04-29 10:28:52,35.596,140.349,44.0,5.8
2012-04-29 15:02:18,39.745,142.037,10.0,5.6
2012-04-30 07:39:46,-29.868,-71.46,37.0,5.6
2012-04-30 08:00:10,1.757,89.598,10.0,5.7
2012-04-30 18:11:44,-5.689,128.511,356.1,5.5
2012-05-01 15:44:38,21.951,-108.44,11.4,5.5
2012-05-01 16:37:59,18.251,-101.085,51.1,5.7
2012-05-01 22:43:33,14.376,-92.897,14.0,6.0
2012-05-02 12:17:59,-54.565,143.836,10.0,5.8
2012-05-02 17:06:06,-35.883,-102.728,10.0,5.5
2012-05-05 20:23:31,-21.477,-174.227,8.5,5.7
2012-05-06 12:40:59,-13.82,-75.801,54.4,5.6
2012-05-07 04:40:28,41.549,46.789,11.0,5.6
2012-05-09 04:35:00,6.232,127.45,39.0,5.5
2012-05-09 14:49:51,-0.966,-13.6,12.0,5.5
2012-05-10 02:13:56,-28.73,-112.587,10.0,5.9
2012-05-12 23:28:44,38.612,70.354,10.0,5.7
2012-05-14 10:00:40,-17.678,-69.591,105.9,6.2
2012-05-16 00:59:32,-5.504,149.711,136.6,5.7
2012-05-18 02:00:39,-44.806,-80.159,10.0,6.3
2012-05-19 08:35:11,-25.729,-70.562,28.0,5.8
2012-05-19 19:05:19,39.665,143.311,10.0,5.9
2012-05-20 02:03:52,44.89,11.23,6.3,6.0
2012-05-20 07:19:55,39.548,143.248,11.0,5.6
2012-05-20 07:20:37,39.646,143.164,11.0,6.3
2012-05-22 00:00:33,42.645,22.968,10.0,5.6
2012-05-23 15:02:25,41.335,142.082,46.0,5.9
2012-05-23 22:59:53,-50.42,139.516,10.0,6.0
2012-05-23 23:19:18,-50.352,139.536,6.6,5.9
2012-05-24 22:47:47,72.96,5.683,10.0,6.1
2012-05-26 21:48:10,26.91,140.055,487.4,6.0
2012-05-28 05:07:23,-28.043,-63.094,586.9,6.7
2012-05-28 21:47:09,-19.962,-175.976,210.7,5.9
2012-05-29 02:40:53,54.368,168.925,10.3,5.6
2012-05-29 03:33:25,-22.13,-179.61,602.0,5.8
2012-05-29 07:00:03,44.851,11.086,10.2,5.8
2012-05-29 10:55:57,44.888,11.008,6.8,5.5
2012-05-31 23:01:03,-0.902,133.181,53.2,5.6
2012-06-01 05:07:02,-77.08,-148.864,12.0,5.5
2012-06-01 06:56:20,-0.72,133.269,25.0,5.8
2012-06-02 07:52:54,-22.059,-63.555,527.0,5.9
2012-06-03 11:14:48,-16.235,67.21,10.0,5.5
2012-06-04 00:45:15,5.305,-82.629,7.0,6.3
2012-06-04 03:15:25,5.508,-82.563,7.0,6.3
2012-06-04 11:18:13,-7.692,106.371,50.0,5.9
2012-06-04 14:18:52,-15.279,-177.919,10.0,5.7
2012-06-05 19:31:34,34.943,141.132,15.0,6.1
2012-06-06 01:08:36,22.357,121.428,24.3,5.5
2012-06-07 04:05:05,-36.074,-70.57,8.0,6.0
2012-06-07 09:01:51,-20.192,-176.34,266.0,5.8
2012-06-07 16:03:19,-15.877,-72.413,110.0,6.1
2012-06-09 21:00:18,24.572,122.248,70.0,5.9
2012-06-10 12:44:17,36.42,28.88,35.0,6.0
2012-06-11 05:29:12,36.023,69.351,16.0,5.7
2012-06-12 05:59:39,-5.677,105.494,163.9,5.5
2012-06-13 07:06:45,-55.796,-28.394,86.1,5.5
2012-06-14 20:17:25,1.293,126.828,61.4,5.5
2012-06-15 01:14:08,5.719,126.354,41.4,5.7
2012-06-16 22:18:47,15.593,119.563,28.0,5.9
2012-06-17 03:43:10,-8.511,160.356,50.8,5.7
2012-06-17 20:32:21,38.919,141.831,36.0,6.3
2012-06-19 15:56:33,53.351,171.619,14.0,6.0
2012-06-19 20:56:41,53.351,171.701,11.9,5.6
2012-06-21 22:34:37,-17.963,-178.186,542.8,5.5
2012-06-22 02:20:07,-32.935,-178.65,13.6,5.5
2012-06-22 04:31:17,-54.36,158.79,14.0,5.7
2012-06-23 04:34:53,3.009,97.896,95.0,6.1
2012-06-23 21:27:30,2.628,90.509,16.5,5.5
